Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Matheus Nunes,"Wolves,",", AM(C)",11(1),862,-,1,1,-,1.3,81.2,0.7,1,6.46
Renato Tapia,"Celta Vigo,",", D(C),DMC",7(4),641,-,-,2,-,0.2,87.7,1,-,6.46
Fernando Calero,"Espanyol,",", D(C)",10(2),875,-,-,1,-,0.2,83.9,1.2,-,6.46
Hugo Magnetti,"Brest,",", DMC",6(6),587,-,-,-,-,0.4,83.9,0.4,-,6.46
Thomas Ouwejan,"Schalke,",", D(L),M(L)",9(1),743,-,1,1,-,0.5,69.1,-,-,6.46
Mathias Pereira Lage,"Brest,",", M(CLR)",12(3),950,-,1,1,-,1.1,72.8,1.1,-,6.46
Adam Hlozek,"Leverkusen,",", AM(CL),FW",7(6),577,1,2,1,-,0.9,82.6,0.5,1,6.46
Sebastiano Luperto,"Empoli,",", D(C)",13,1086,-,-,1,2,0.4,84.5,1.2,1,6.46
András Schäfer,"Union Berlin,",", M(C)",8(3),707,-,-,-,-,0.5,76.3,0.8,-,6.46
Ezri Konsa,"Aston Villa,",", D(CR)",14(1),1261,-,-,2,-,0.2,83.8,1.8,-,6.46
Mathías Olivera,"Napoli,",", D(L),M(L)",4(7),376,1,-,1,-,0.2,85.6,0.3,1,6.46
Joe Worrall,"Nottingham Forest,",", D(C)",7(4),713,-,-,4,-,0.2,82.9,1.3,-,6.46
Matty Cash,"Aston Villa,",", D(R),M(CLR)",12(1),1032,-,-,3,-,0.5,74.4,0.5,-,6.46
Daniel Podence,"Wolves,",", AM(CLR),FW",12(3),1022,2,-,3,-,1.6,69.5,0.3,-,6.46
Pablo Fornals,"West Ham,",", M(CLR)",9(5),781,1,-,-,-,0.9,79.3,0.4,1,6.46
Martín Satriano,"Empoli,",", FW",11(2),878,1,1,3,-,1.7,71.6,1.7,-,6.46
Robin Koch,"Leeds,",", D(C),DMC",14,1216,-,-,3,-,0.4,77.8,2.6,-,6.46
Lewis Dunk,"Brighton,",", D(C)",14,1260,-,-,-,-,0.6,89.2,1.3,-,6.46
Christian Groß,"Werder Bremen,",", D(C),DMC",11(2),911,1,-,1,-,0.2,82.8,0.8,-,6.46
Razvan Marin,"Empoli,",", M(C)",10(5),980,-,-,4,-,0.7,84.8,0.4,-,6.46
Piero Hincapié,"Leverkusen,",", D(CL)",11(2),1011,1,-,3,2,0.6,83.3,1.6,-,6.45
Adam Smith,"Bournemouth,",", D(LR),M(LR)",15,1306,-,1,4,-,0.2,80.2,0.8,-,6.45
Clerc,"Elche,",", D(L),M(L)",10,864,-,1,1,-,0.5,76.5,0.5,-,6.45
Andrea Pinamonti,"Sassuolo,",", FW",14(1),1162,3,-,2,-,2.3,63.3,1.3,-,6.45
Robert Sánchez,"Brighton,",", GK",14,1260,-,-,-,-,-,67.8,0.1,-,6.45
Lukás Hrádecky,"Leverkusen,",", GK",14,1260,-,-,-,1,-,69.9,0.2,-,6.45
Brandon Soppy,"Atalanta,",", D(R),M(LR)",7(3),530,-,3,2,-,0.5,78.8,0.3,1,6.45
Yan Valery,"Angers,",", D(CR),M(R)",9,672,-,-,1,-,0.4,75,1.1,-,6.45
Rubén Peña,"Osasuna,",", D(R),M(LR)",6(4),566,-,1,1,1,0.9,77,0.8,1,6.45
Lucas Perrin,"Strasbourg,",", D(C)",5(4),551,-,-,-,-,0.1,84.1,1.2,-,6.45
Gianluca Scamacca,"West Ham,",", FW",9(4),758,2,-,3,-,1.9,66.7,0.9,-,6.45
Roberto Soriano,"Bologna,",", AM(CLR)",6(8),635,-,3,-,-,0.4,79.4,0.5,-,6.45
Hugo Ekitike,"PSG,",", FW",2(7),224,1,2,-,-,0.7,87.4,0.1,-,6.45
Kevin Vogt,"Hoffenheim,",", D(CR),M(C)",14,1193,-,-,6,-,-,89.5,0.3,-,6.45
Miguel Gutiérrez,"Girona,",", D(L)",11(2),915,-,2,3,-,0.6,82.9,-,-,6.44
Antonio Candreva,"Salernitana,",", M(CLR)",13(2),1172,2,1,-,1,1.2,81.7,-,-,6.44
Takumi Minamino,"Monaco,",", AM(CLR),FW",5(4),333,1,3,1,-,0.8,76.6,0.4,-,6.44
Miha Blazic,"Angers,",", D(C)",10,856,2,-,-,-,0.4,87.5,1.8,-,6.44
Linton Maina,"FC Koln,",", M(CLR),FW",9(5),811,1,3,-,-,1.3,74.9,0.1,1,6.44
Luka Jovic,"Fiorentina,",", FW",9(5),750,3,-,2,-,2,75.4,1,1,6.44
Matt Targett,"Newcastle,",", D(L),M(L)",4(6),421,-,-,-,-,0.1,80.4,0.9,-,6.44
Kevin Agudelo,"Spezia,",", AM(CR),FW",11(4),983,-,-,2,-,0.8,73.9,0.4,-,6.44
James Milner,"Liverpool,",", D(LR),M(CLR)",4(8),464,-,1,-,-,0.4,78.8,0.6,-,6.44
Dimitri Liénard,"Strasbourg,",", D(L),M(CL)",9(4),747,-,-,2,-,0.8,78.1,0.9,-,6.44
Lucas Olaza,"Real Valladolid,",", D(L),M(L)",6(3),641,-,-,2,-,0.2,83.3,1.6,-,6.44
Valentino Lazaro,"Torino,",", D(R),M(CLR)",11(2),909,-,1,4,-,0.5,78.3,0.3,-,6.44
Luca Zanimacchia,"Cremonese,",", AM(C)",8(4),661,-,-,2,-,1.5,73.9,0.2,-,6.44
Ante Budimir,"Osasuna,",", FW",7(4),557,1,-,1,-,1.7,61.6,2.5,-,6.44
Sergio Herrera,"Osasuna,",", GK",10,900,-,-,3,-,-,58.1,0.2,-,6.44
Maximilian Bauer,"Augsburg,",", D(C)",12(2),1038,-,-,6,-,0.6,71.7,3.1,-,6.44
Martin Braithwaite,"Espanyol,",", AM(CLR),FW",9,706,3,1,2,1,1.9,63.8,1.2,1,6.44
Álex Fernández,"Cadiz,",", M(CL),FW",8(4),701,2,-,-,-,0.8,88,0.5,1,6.44
Federico Ceccherini,"Verona,",", D(C)",9,641,1,-,5,1,0.4,78.8,1.6,1,6.44
Tyrick Mitchell,"Crystal Palace,",", D(L)",12(2),980,-,2,2,-,0.1,72,0.7,-,6.44
Adama Traoré,"Wolves,",", M(CLR),FW",6(6),621,1,-,-,-,0.7,73.1,1.4,-,6.44
Cristian Buonaiuto,"Cremonese,",", Midfielder",2(9),365,-,-,-,-,1.7,74.4,0.1,-,6.44
Álvaro Aguado,"Real Valladolid,",", M(C)",8(5),747,-,2,1,-,0.5,86.5,0.6,-,6.44
Alexander Schwolow,"Schalke,",", GK",15,1350,-,-,1,-,0.1,60.2,0.2,-,6.44
Isak Hien,"Verona,",", D(C)",8(4),880,-,-,5,-,0.1,74.5,2.5,-,6.44
Jakub Kaminski,"Wolfsburg,",", M(LR)",10(3),804,-,2,-,-,1,72.5,0.2,-,6.43
Jean-Victor Makengo,"Udinese,",", AM(CL)",9(3),645,-,1,2,-,0.5,85.9,0.3,-,6.43
Alejandro Pozo,"Almeria,",", D(R),M(R)",6(4),579,-,1,-,-,0.3,72.8,0.4,-,6.43
Arthur Cabral,"Fiorentina,",", FW",4(8),496,2,1,1,-,1.4,76.3,1.5,-,6.43
Erik Lamela,"Sevilla,",", AM(CLR),FW",10(3),958,3,-,3,1,1.8,80.5,0.4,-,6.43
Cristhian Stuani,"Girona,",", AM(CLR),FW",3(7),413,4,-,2,-,1.3,75.9,0.5,-,6.43
Iván Sánchez,"Real Valladolid,",", AM(CR)",7(4),556,-,-,-,-,0.8,84.8,-,-,6.43
Chris Mepham,"Bournemouth,",", D(C)",14,1252,-,-,5,-,0.4,83.4,1.8,-,6.43
Pietro Terracciano,"Fiorentina,",", GK",12,1080,-,-,1,-,-,72.8,0.3,1,6.43
Fábio Carvalho,"Liverpool,",", AM(CL)",4(7),335,2,-,-,-,1,83.2,0.4,-,6.43
Marius Bülter,"Schalke,",", D(R),M(CLR),FW",14(1),1177,3,-,3,-,1.9,68.3,1.2,-,6.43
Mads Pedersen,"Augsburg,",", D(L),M(CL)",7(5),692,-,-,1,-,0.1,69.5,0.4,-,6.43
Mattias Svanberg,"Wolfsburg,",", M(CL)",7(7),626,-,2,2,-,0.3,71.6,0.6,-,6.43
Darko Brasanac,"Osasuna,",", M(CR)",4(8),482,1,1,3,-,0.4,84.4,0.6,-,6.43
Milan Skriniar,"Inter,",", D(C)",14(1),1280,-,-,2,-,0.5,92.1,0.9,-,6.43
Nahuel Molina,"Atletico,",", D(R),M(R)",11,927,-,-,2,1,0.5,78.3,0.6,-,6.43
Théo Le Bris,"Lorient,",", Defender",9(5),816,1,-,-,-,0.4,80.9,0.6,-,6.43
Benno Schmitz,"FC Koln,",", D(CLR)",13(1),1038,1,-,-,-,0.3,63.2,0.9,-,6.43
Romano Schmid,"Werder Bremen,",", AM(CL)",10(4),937,-,2,1,-,0.6,75.7,0.6,-,6.43
Jérémie Bela,"Clermont Foot,",", M(LR)",7(3),568,1,1,-,-,0.7,72.4,0.2,-,6.43
Srdjan Babic,"Almeria,",", D(C)",12(1),1125,1,-,1,-,0.2,88.3,1.5,-,6.43
Omar Colley,"Sampdoria,",", D(C)",12(1),1125,1,-,5,-,0.3,86,1.8,-,6.43
Jean-Kévin Duverne,"Brest,",", D(CLR)",11(3),1104,-,-,1,-,0.1,75.6,1.1,-,6.42
Gaetan Perrin,"Auxerre,",", Forward",3(12),432,2,1,1,-,0.5,77.2,0.5,-,6.42
Fredrik Jensen,"Augsburg,",", AM(C),FW",6(5),618,1,1,-,-,0.5,58.6,1.5,-,6.42
Yoann Salmier,"Troyes,",", D(C)",13,1074,1,-,3,1,0.6,84.5,1.1,-,6.42
Jean-Eudes Aholou,"Strasbourg,",", DMC",7(5),591,-,-,2,-,0.4,70.4,0.8,-,6.42
Matheus Cunha,"Atletico,",", AM(CL),FW",2(9),372,-,2,2,-,1.1,78.5,0.3,-,6.42
Dodô,"Fiorentina,",", D(R)",11(1),872,-,1,2,-,0.2,85.6,0.5,-,6.42
Aihen Muñoz,"Real Sociedad,",", D(L)",8(1),667,-,-,-,-,0.2,83.9,1,-,6.42
Erik Palmer-Brown,"Troyes,",", D(C)",14(1),1250,-,-,2,-,0.3,85.8,1.5,-,6.42
Álvaro Negredo,"Cadiz,",", FW",5(5),410,1,1,-,-,0.6,58,2,-,6.42
Bafodé Diakité,"Lille,",", D(CR)",12(2),1120,-,-,4,-,0.6,86.7,1.4,-,6.42
Fabio Depaoli,"Verona,",", D(R),DMC,M(LR)",7(3),667,1,2,2,-,0.6,65.4,0.5,-,6.42
Carlos Gruezo,"Augsburg,",", DMC",12(1),965,-,-,5,-,0.2,72.9,0.7,-,6.42
Vladimír Coufal,"West Ham,",", D(R),M(R)",7(2),684,-,-,1,-,0.2,67.4,1.1,-,6.42
Marcos Senesi,"Bournemouth,",", D(C)",11(1),941,-,-,1,-,0.1,80.7,0.6,-,6.42
Charles Aránguiz,"Leverkusen,",", M(C)",4(6),493,1,-,1,-,0.5,83.2,0.2,-,6.41
Unai López,"Rayo Vallecano,",", M(CR)",6(7),553,1,2,-,-,1,86.6,0.2,1,6.41
Bartosz Bereszynski,"Sampdoria,",", D(CLR),M(R)",14,1113,-,-,1,-,0.2,75.1,1.2,-,6.41
Christopher Antwi-Adjei,"Bochum,",", AM(CLR)",4(6),454,2,2,-,-,1.1,68.1,0.6,-,6.41
Moussa Dembele,"Lyon,",", FW",6(6),573,2,-,1,-,1.6,76.5,1.3,-,6.41
Jørgen Strand Larsen,"Celta Vigo,",", FW",9(1),696,-,2,3,-,1.6,68.6,1.7,-,6.41
Elseid Hysaj,"Lazio,",", D(LR),M(R)",3(9),375,-,1,1,-,0.1,85.7,0.4,-,6.41
Mickaël Alphonse,"AC Ajaccio,",", D(R)",7(5),650,-,-,1,-,0.4,68.6,1.8,-,6.41
Cyrille Bayala,"AC Ajaccio,",", AM(R)",10(4),766,1,-,3,-,0.8,65.3,1,-,6.41
Alfonso Espino,"Cadiz,",", D(L)",13(1),1143,-,3,3,-,0.6,65.2,0.5,-,6.41
Emil Forsberg,"RBL,",", AM(CLR),FW",6(6),585,2,2,2,-,0.4,85.8,0.3,-,6.41
Ludovic Ajorque,"Strasbourg,",", FW",6(4),508,1,-,1,-,1.5,71.6,3.1,-,6.41
Jordan Zemura,"Bournemouth,",", D(L)",9(2),788,-,1,1,-,-,69.8,0.3,-,6.41
Stefan Mitrovic,"Getafe,",", D(C)",11(2),1034,-,-,3,-,0.1,82.8,1.8,-,6.41
Thomas Mangani,"AC Ajaccio,",", M(C)",5(8),516,1,1,2,-,0.6,74.2,0.9,-,6.41
Lameck Banda,"Lecce,",", AM(L)",10(5),893,1,1,2,-,1.1,68.9,0.2,1,6.41
Bevic Moussiti-Oko,"AC Ajaccio,",", FW",5(7),485,1,-,-,-,1,54.7,2.8,1,6.41
Nadiem Amiri,"Leverkusen,",", M(CLR)",3(8),418,1,1,3,-,0.7,82.7,-,-,6.41
Jon Pacheco,"Real Sociedad,",", D(C)",7(2),677,-,-,2,-,0.1,91.1,1.4,-,6.41
Kristian Thorstvedt,"Sassuolo,",", M(C)",10(5),799,1,1,3,-,0.9,77.9,1.4,-,6.40
Samuele Birindelli,"Monza,",", M(R)",7(5),639,-,1,1,-,0.8,73,-,-,6.40
Tyrell Malacia,"Man Utd,",", D(L)",6(3),567,-,-,2,-,0.1,84.1,0.4,-,6.40
Karim Adeyemi,"Borussia Dortmund,",", AM(R),FW",7(4),492,-,-,3,-,1.1,75.4,0.5,-,6.40
Silvan Widmer,"Mainz,",", D(CR),M(R)",11(2),927,1,-,-,-,1.2,74.5,0.7,-,6.40
Andrea Consigli,"Sassuolo,",", GK",15,1350,-,-,-,-,-,76.4,0.3,1,6.40
Nicola Zalewski,"Roma,",", M(L)",7(4),596,-,-,-,-,0.4,78,0.2,-,6.40
Amine Salama,"Angers,",", FW",5(8),529,3,1,-,-,1.2,74.8,0.5,-,6.40
Ivan Sunjic,"Hertha Berlin,",", DMC",10(3),844,-,-,4,-,0.5,76.4,0.5,1,6.40
Rafa Mir,"Sevilla,",", FW",7(2),562,2,-,1,-,2.7,71.4,1.2,1,6.40
Darko Lazovic,"Verona,",", M(CLR)",10(1),838,-,1,-,-,1,67.5,0.5,-,6.40
Joakim Maehle,"Atalanta,",", D(LR),M(LR)",8(6),804,-,1,2,-,0.8,80.7,0.1,-,6.40
Gian Marco Ferrari,"Sassuolo,",", D(C)",14,1259,-,-,5,-,0.3,86.2,1.3,-,6.40
Adrien Thomasson,"Strasbourg,",", M(CLR)",8(5),758,-,2,2,-,1.2,83.1,0.3,-,6.40
Rick Karsdorp,"Roma,",", D(R),M(R)",7(2),550,-,-,-,-,0.1,77.7,0.4,-,6.40
Mitchell van Bergen,"Reims,",", AM(LR),FW",3(9),420,-,1,1,-,1.2,73.6,0.2,-,6.40
Mateo Kovacic,"Chelsea,",", M(CL)",5(6),634,-,1,2,-,0.7,83.4,0.4,-,6.39
Thomas Henry,"Verona,",", FW",13(2),1031,2,-,4,-,1.1,54.5,2.8,1,6.39
Cristiano Ronaldo,"Man Utd,",", M(L),FW",4(6),520,1,-,2,-,2.5,76.6,1.5,1,6.39
Joaquín Correa,"Inter,",", AM(CL),FW",3(10),332,3,1,1,-,0.7,73,0.3,-,6.39
Victor Chust,"Cadiz,",", D(C)",9(2),852,1,-,3,-,0.1,83.1,1.5,-,6.39
Matheus Henrique,"Sassuolo,",", M(C)",4(5),484,-,-,2,-,0.8,85.7,0.4,-,6.39
Sanjin Prcic,"Strasbourg,",", M(C)",9(4),789,-,1,1,1,1.2,84.1,0.6,-,6.39
Rubén Vargas,"Augsburg,",", AM(CLR),FW",5(6),491,1,1,1,-,0.5,54.8,0.7,-,6.39
Rodrigo Riquelme,"Girona,",", AM(C)",9(4),798,3,-,-,-,1.8,74.1,0.1,-,6.39
Jérémy Le Douaron,"Brest,",", AM(L),FW",6(5),521,3,-,1,-,1.7,73.9,1.5,1,6.39
Charles Pickel,"Cremonese,",", M(C)",12(2),1011,1,-,3,-,1.1,82.1,1.1,-,6.39
Nemanja Maksimovic,"Getafe,",", M(C)",10(2),718,-,-,-,-,0.3,82.6,0.7,-,6.39
Marlon Santos,"Monza,",", D(C)",10(1),826,-,-,3,-,0.3,92.9,1.8,-,6.39
Sofyan Amrabat,"Fiorentina,",", DMC",10(3),819,-,-,7,-,0.4,90.8,0.3,-,6.39
Michail Antonio,"West Ham,",", D(R),M(CLR),FW",6(8),605,2,1,1,-,1,56.6,1.1,-,6.39
Miguel Veloso,"Verona,",", M(C)",10(4),824,-,-,4,-,0.9,76.3,0.4,-,6.38
Gonçalo Guedes,"Wolves,",", AM(CLR),FW",8(4),693,1,1,1,-,1.6,75.1,0.6,-,6.38
Leandro Paredes,"Juventus,",", DMC",3(6),385,-,-,2,-,0.7,94.6,0.1,-,6.38
Thomas Delaine,"Strasbourg,",", D(L),M(LR)",8(4),714,-,1,2,-,0.3,70.5,0.7,-,6.38
Elvis Rexhbecaj,"Augsburg,",", M(C)",14,1223,-,-,5,-,0.5,60.1,1.4,-,6.38
Íñigo Eguaras,"Almeria,",", M(C)",6(5),495,1,1,2,-,0.4,84.9,0.2,-,6.38
Rodri,"Real Betis,",", AM(LR)",10(1),704,1,-,-,-,0.5,90.3,-,-,6.38
Joseba Zaldua,"Cadiz,",", D(R)",7(3),640,-,1,4,-,0.1,70.1,1.9,-,6.38
Lee Buchanan,"Werder Bremen,",", D(L),M(L)",1(8),217,1,-,1,-,0.4,75.3,0.6,-,6.38
Sergi Gómez,"Espanyol,",", D(CR)",10(1),895,-,-,-,1,0.2,86.6,1.2,-,6.38
Thilo Kehrer,"West Ham,",", D(CLR),M(R)",13,1170,-,-,4,-,0.4,85.5,1.2,-,6.38
Alexis Claude-Maurice,"Lens,",", AM(CL)",1(8),213,-,2,-,-,0.6,80.9,0.3,-,6.38
Fred,"Man Utd,",", M(C)",4(7),394,1,-,2,-,1.3,81.3,0.1,-,6.38
Daniel-Kofi Kyereh,"Freiburg,",", AM(CLR),FW",5(4),432,2,-,1,-,1,79.3,0.8,-,6.38
Josko Gvardiol,"RBL,",", D(CL)",8(5),765,-,-,-,-,0.5,89.1,0.8,-,6.37
Nicolò Cambiaghi,"Empoli,",", Forward",1(8),247,1,-,1,-,0.7,81.5,0.1,-,6.37
Riccardo Saponara,"Fiorentina,",", AM(CL)",4(8),445,-,2,1,-,1.1,81.1,0.3,-,6.37
Gianluca Caprari,"Monza,",", AM(CLR),FW",13(2),971,1,1,1,-,1.6,85.4,0.2,-,6.37
Philippe Coutinho,"Aston Villa,",", M(CLR)",6(6),570,-,-,2,-,1.3,82.4,0.3,-,6.37
Falaye Sacko,"Montpellier,",", D(CR),M(R)",10(2),882,-,2,1,-,0.3,82.3,0.3,-,6.37
Jeison Murillo,"Sampdoria,",", D(C)",7(2),638,-,-,2,-,0.1,82.2,2.7,-,6.37
Alex Ferrari,"Sampdoria,",", D(CR)",10(2),869,-,-,3,-,0.4,85.1,1.8,-,6.37
Lucas Boyé,"Elche,",", AM(L),FW",9(3),736,1,2,2,1,0.8,80.1,0.7,-,6.37
Tommaso Pobega,"AC Milan,",", M(C)",5(4),444,-,-,1,-,0.8,75.8,0.6,-,6.37
Steve Cook,"Nottingham Forest,",", D(C)",11(1),959,-,-,4,-,0.3,80.7,2.3,-,6.37
Clément Vidal,"AC Ajaccio,",", D(C)",6(3),574,-,-,1,1,0.7,80.7,2.3,-,6.37
Enzo Tchato Mbiayi,"Montpellier,",", D(R)",7(5),690,1,1,-,-,0.3,75.3,0.9,-,6.37
Grejohn Kyei,"Clermont Foot,",", FW",6(8),596,2,1,2,-,1,70.5,0.7,1,6.37
Mathieu Coutadeur,"AC Ajaccio,",", M(C)",9(3),805,-,-,-,-,0.2,85.3,0.4,-,6.37
Ilia Gruev,"Werder Bremen,",", DMC",9(4),718,-,-,1,-,0.2,87.4,0.5,-,6.37
Kevin Trapp,"Eintracht Frankfurt,",", GK",15,1350,-,-,2,-,-,59.1,0.1,-,6.37
Cristian Gamboa,"Bochum,",", D(R),M(R)",15,1279,-,-,2,-,0.5,67,0.8,-,6.37
Nicolas Haas,"Empoli,",", M(C)",9(3),748,1,-,2,-,0.5,76.1,0.1,-,6.37
Mahdi Camara,"Brest,",", D(CR),DMC",7(3),585,-,-,-,-,0.6,88.2,0.4,-,6.36
Romain Hamouma,"AC Ajaccio,",", M(CLR),FW",8(2),598,2,1,1,2,1.1,81.7,0.7,-,6.36
Mehdi Léris,"Sampdoria,",", M(CLR)",10(3),850,-,1,5,-,0.8,71.8,1.7,-,6.36
Isaac Success,"Udinese,",", AM(LR),FW",8(7),760,-,3,2,-,0.7,64.6,1.3,-,6.36
Leandro Barreiro,"Mainz,",", DMC",7(6),666,-,-,2,-,0.7,70.9,0.9,-,6.36
Juan Cruz,"Osasuna,",", D(CL)",11(2),1004,-,-,4,-,0.1,81.2,0.4,-,6.36
Largie Ramazani,"Almeria,",", FW",9(5),800,2,-,4,-,1.6,69,0.1,-,6.36
Martin Hongla,"Verona,",", D(C),DMC",6(3),524,-,-,4,-,0.6,80.8,0.6,-,6.36
Aritz Elustondo,"Real Sociedad,",", D(CR)",7(4),619,-,-,3,1,0.4,84.5,1.1,-,6.36
Lewis O'Brien,"Nottingham Forest,",", D(L),M(CL)",6(5),524,1,-,2,-,0.6,79.7,0.2,-,6.35
Stanley Nsoki,"Hoffenheim,",", D(CL)",7(2),644,-,-,1,-,0.2,80.3,1.2,-,6.35
Raúl García,"Athletic Bilbao,",", M(CLR),FW",2(11),348,1,1,1,-,1.8,66.4,0.5,-,6.35
Adam Armstrong,"Southampton,",", AM(CLR),FW",11(3),879,1,1,-,-,1.1,77.5,0.1,-,6.35
Jamie Vardy,"Leicester,",", AM(L),FW",8(7),750,1,4,1,-,0.8,59.3,0.8,-,6.35
Gauthier Gallon,"Troyes,",", GK",12,1080,-,-,3,-,-,70.6,0.3,-,6.35
Jean-Paul Boëtius,"Hertha Berlin,",", AM(CL),FW",5(6),572,-,-,2,-,0.4,73.8,0.3,-,6.35
Arnaud Souquet,"Montpellier,",", D(CR),M(R)",3(7),339,-,-,1,-,0.1,75.7,0.9,-,6.35
Remo Freuler,"Nottingham Forest,",", DMC",9(2),834,-,-,2,-,0.3,80.4,0.7,-,6.35
Kike García,"Osasuna,",", FW",3(11),419,2,-,3,-,1.4,71.8,1.4,-,6.35
Pedro Bigas,"Elche,",", D(CL)",12(1),972,-,-,2,-,0.5,82.1,0.7,-,6.35
Adama Soumaoro,"Bologna,",", D(CR)",9(1),786,-,-,1,1,0.2,92.4,1.2,-,6.35
Denis Huseinbasic,"FC Koln,",", Midfielder",3(6),372,2,1,1,-,0.8,85.7,0.3,-,6.34
Mattia Caldara,"Spezia,",", D(C)",6(3),598,-,-,2,-,0.7,76.6,1,-,6.34
Fabio Miretti,"Juventus,",", AM(C)",6(7),621,-,1,1,-,1.1,72.1,0.2,-,6.34
Antonín Barak,"Fiorentina,",", AM(CR)",8(4),705,1,-,2,-,0.8,79.9,0.6,-,6.34
Tolgay Arslan,"Udinese,",", M(C)",6(8),507,1,-,1,-,0.6,83.8,0.2,-,6.34
Riad Nouri,"AC Ajaccio,",", Midfielder",6(8),726,1,1,2,-,0.7,76.9,0.5,-,6.34
Samú Costa,"Almeria,",", M(C)",8(3),766,-,-,3,-,0.5,80.5,0.7,-,6.34
Anthony Elanga,"Man Utd,",", AM(LR)",5(5),371,-,1,-,-,0.7,78.1,0.6,-,6.34
Yasser Larouci,"Troyes,",", D(L)",9(4),750,-,-,-,-,0.2,79.7,0.8,-,6.34
Pierrick Capelle,"Angers,",", D(L),M(CLR)",6(6),577,-,1,4,-,0.8,83.6,0.7,-,6.34
Dennis Appiah,"Nantes,",", D(CLR),M(R)",9(6),796,-,-,1,-,0.3,75.9,1.1,-,6.34
Giulio Maggiore,"Salernitana,",", M(C)",9(1),659,-,-,1,-,0.4,77.2,0.6,-,6.34
Jacob Murphy,"Newcastle,",", D(R),M(LR)",5(10),487,1,1,-,-,0.8,66.9,0.1,-,6.34
Habib Diarra,"Strasbourg,",", M(C)",4(5),437,-,-,-,-,0.7,76.2,0.4,-,6.34
Pablo Rosario,"Nice,",", D(C),DMC",7(3),673,-,-,4,-,0.3,89.8,0.6,-,6.33
Hugo Mallo,"Celta Vigo,",", D(CR),M(R)",11,878,-,-,3,-,0.7,80.3,1.5,-,6.33
Jeong Woo-Yeong,"Freiburg,",", AM(CR),FW",3(10),463,1,1,1,-,0.5,79.2,0.2,-,6.33
Nedim Bajrami,"Empoli,",", AM(C)",7(8),807,1,-,-,-,1.3,78.7,0.1,-,6.33
Soualiho Meïté,"Cremonese,",", M(C)",9(1),694,-,-,4,-,0.6,79.9,0.8,-,6.33
Lorenzo Colombo,"Lecce,",", FW",5(8),468,3,2,2,-,1.2,70.4,1,-,6.33
Marcos André,"Valencia,",", FW",3(8),366,1,-,2,1,1.4,66.7,0.9,-,6.33
Rui Patrício,"Roma,",", GK",15,1350,-,-,1,-,-,78.7,-,-,6.33
Riccardo Orsolini,"Bologna,",", M(CR),FW",6(6),619,2,1,2,1,1.9,60.9,0.5,-,6.33
Odilon Kossounou,"Leverkusen,",", D(CR)",5(6),516,-,1,-,-,0.1,82.8,1.2,-,6.33
Sékou Mara,"Southampton,",", FW",2(7),209,-,1,-,-,1.2,66.7,0.9,-,6.33
Sargis Adamyan,"FC Koln,",", AM(CLR),FW",3(11),430,1,1,1,-,1.1,75.2,0.6,-,6.33
Luis Hernández,"Cadiz,",", D(CR)",12,1080,-,-,-,1,0.3,79.1,1.3,-,6.33
Juan Carlos Martín,"Girona,",", GK",10,900,-,-,-,-,-,82.4,0.1,-,6.33
Dominick Drexler,"Schalke,",", AM(CLR)",10(2),736,2,3,2,1,0.8,67.6,1,1,6.33
Morten Thorsby,"Union Berlin,",", M(CLR)",4(7),431,1,-,1,-,0.6,68.5,1,-,6.33
Atakan Karazor,"Stuttgart,",", D(C),DMC",5(7),482,-,-,5,-,0.2,84.3,0.6,-,6.32
Florian Müller,"Stuttgart,",", GK",15,1350,-,-,-,-,-,79.9,0.3,-,6.32
Jerdy Schouten,"Bologna,",", DMC",10(1),856,-,-,1,-,0.2,82.5,0.6,-,6.32
Simon Zoller,"Bochum,",", AM(LR),FW",13(1),987,3,1,3,-,1.8,63.5,0.9,1,6.32
Valère Germain,"Montpellier,",", AM(CLR),FW",2(11),287,2,-,-,1,0.7,75.2,1.5,-,6.32
Andoni Gorosabel,"Real Sociedad,",", D(R)",8(3),716,-,-,2,-,0.5,87.4,0.5,-,6.32
Remi Oudin,"Lecce,",", M(CLR),FW",1(8),210,-,-,1,-,0.8,62.6,0.4,-,6.32
Joan Jordán,"Sevilla,",", M(C)",9(1),687,-,-,2,-,0.6,86.9,0.5,-,6.32
Alex Král,"Schalke,",", DMC",10(2),905,-,-,1,-,0.7,69.7,0.8,-,6.32
Federico Bonazzoli,"Salernitana,",", AM(C),FW",9(5),735,1,1,1,-,1.6,76.7,0.1,-,6.32
Frank Onyeka,"Brentford,",", DMC",4(8),439,-,1,-,-,0.3,75.6,0.4,-,6.32
José Morales,"Villarreal,",", D(R),M(CLR),FW",3(10),421,1,-,-,-,1,63.2,0.5,-,6.32
Iago,"Augsburg,",", D(L),M(L)",13,1093,-,1,2,1,0.5,63.1,0.5,-,6.32
Benjamin Leroy,"AC Ajaccio,",", GK",14,1179,-,-,-,-,-,56,0.1,-,6.32
Wilfred Ndidi,"Leicester,",", D(C),DMC",7(3),637,-,-,2,-,0.2,87.7,0.5,-,6.32
Toni Villa,"Girona,",", AM(CL)",3(7),286,-,-,1,-,0.9,81.6,-,-,6.31
Javier Puado,"Espanyol,",", AM(LR),FW",8(5),751,1,-,-,-,1.5,83.7,0.2,-,6.31
