Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Amine Salama,Angers,FW,5,529,3,1,0,0,1.2,74.8,0.5,0,6.4
Ivan Sunjic,Hertha Berlin,DMC,10,844,0,0,4,0,0.5,76.4,0.5,1,6.4
Rafa Mir,Sevilla,FW,7,562,2,0,1,0,2.7,71.4,1.2,1,6.4
Darko Lazovic,Verona,M(CLR),10,838,0,1,0,0,1.0,67.5,0.5,0,6.4
Joakim Maehle,Atalanta,"D(LR),M(LR)",8,804,0,1,2,0,0.8,80.7,0.1,0,6.4
Gian Marco Ferrari,Sassuolo,D(C),14,1259,0,0,5,0,0.3,86.2,1.3,0,6.4
Adrien Thomasson,Strasbourg,M(CLR),8,758,0,2,2,0,1.2,83.1,0.3,0,6.4
Rick Karsdorp,Roma,"D(R),M(R)",7,550,0,0,0,0,0.1,77.7,0.4,0,6.4
Mitchell van Bergen,Reims,"AM(LR),FW",3,420,0,1,1,0,1.2,73.6,0.2,0,6.4
Mateo Kovacic,Chelsea,M(CL),5,634,0,1,2,0,0.7,83.4,0.4,0,6.39
Thomas Henry,Verona,FW,13,1031,2,0,4,0,1.1,54.5,2.8,1,6.39
Cristiano Ronaldo,Man Utd,"M(L),FW",4,520,1,0,2,0,2.5,76.6,1.5,1,6.39
Joaquín Correa,Inter,"AM(CL),FW",3,332,3,1,1,0,0.7,73.0,0.3,0,6.39
Victor Chust,Cadiz,D(C),9,852,1,0,3,0,0.1,83.1,1.5,0,6.39
Matheus Henrique,Sassuolo,M(C),4,484,0,0,2,0,0.8,85.7,0.4,0,6.39
Sanjin Prcic,Strasbourg,M(C),9,789,0,1,1,1,1.2,84.1,0.6,0,6.39
Rubén Vargas,Augsburg,"AM(CLR),FW",5,491,1,1,1,0,0.5,54.8,0.7,0,6.39
Rodrigo Riquelme,Girona,AM(C),9,798,3,0,0,0,1.8,74.1,0.1,0,6.39
Jérémy Le Douaron,Brest,"AM(L),FW",6,521,3,0,1,0,1.7,73.9,1.5,1,6.39
Charles Pickel,Cremonese,M(C),12,1011,1,0,3,0,1.1,82.1,1.1,0,6.39
Nemanja Maksimovic,Getafe,M(C),10,718,0,0,0,0,0.3,82.6,0.7,0,6.39
Marlon Santos,Monza,D(C),10,826,0,0,3,0,0.3,92.9,1.8,0,6.39
Sofyan Amrabat,Fiorentina,DMC,10,819,0,0,7,0,0.4,90.8,0.3,0,6.39
Michail Antonio,West Ham,"D(R),M(CLR),FW",6,605,2,1,1,0,1.0,56.6,1.1,0,6.39
Miguel Veloso,Verona,M(C),10,824,0,0,4,0,0.9,76.3,0.4,0,6.38
Gonçalo Guedes,Wolves,"AM(CLR),FW",8,693,1,1,1,0,1.6,75.1,0.6,0,6.38
Leandro Paredes,Juventus,DMC,3,385,0,0,2,0,0.7,94.6,0.1,0,6.38
Thomas Delaine,Strasbourg,"D(L),M(LR)",8,714,0,1,2,0,0.3,70.5,0.7,0,6.38
Elvis Rexhbecaj,Augsburg,M(C),14,1223,0,0,5,0,0.5,60.1,1.4,0,6.38
Íñigo Eguaras,Almeria,M(C),6,495,1,1,2,0,0.4,84.9,0.2,0,6.38
Rodri,Real Betis,AM(LR),10,704,1,0,0,0,0.5,90.3,0.0,0,6.38
Joseba Zaldua,Cadiz,D(R),7,640,0,1,4,0,0.1,70.1,1.9,0,6.38
Lee Buchanan,Werder Bremen,"D(L),M(L)",1,217,1,0,1,0,0.4,75.3,0.6,0,6.38
Sergi Gómez,Espanyol,D(CR),10,895,0,0,0,1,0.2,86.6,1.2,0,6.38
Thilo Kehrer,West Ham,"D(CLR),M(R)",13,1170,0,0,4,0,0.4,85.5,1.2,0,6.38
Alexis Claude-Maurice,Lens,AM(CL),1,213,0,2,0,0,0.6,80.9,0.3,0,6.38
Fred,Man Utd,M(C),4,394,1,0,2,0,1.3,81.3,0.1,0,6.38
Daniel-Kofi Kyereh,Freiburg,"AM(CLR),FW",5,432,2,0,1,0,1.0,79.3,0.8,0,6.38
Josko Gvardiol,RBL,D(CL),8,765,0,0,0,0,0.5,89.1,0.8,0,6.37
Nicolò Cambiaghi,Empoli,Forward,1,247,1,0,1,0,0.7,81.5,0.1,0,6.37
Riccardo Saponara,Fiorentina,AM(CL),4,445,0,2,1,0,1.1,81.1,0.3,0,6.37
Gianluca Caprari,Monza,"AM(CLR),FW",13,971,1,1,1,0,1.6,85.4,0.2,0,6.37
Philippe Coutinho,Aston Villa,M(CLR),6,570,0,0,2,0,1.3,82.4,0.3,0,6.37
Falaye Sacko,Montpellier,"D(CR),M(R)",10,882,0,2,1,0,0.3,82.3,0.3,0,6.37
Jeison Murillo,Sampdoria,D(C),7,638,0,0,2,0,0.1,82.2,2.7,0,6.37
Alex Ferrari,Sampdoria,D(CR),10,869,0,0,3,0,0.4,85.1,1.8,0,6.37
Lucas Boyé,Elche,"AM(L),FW",9,736,1,2,2,1,0.8,80.1,0.7,0,6.37
Tommaso Pobega,AC Milan,M(C),5,444,0,0,1,0,0.8,75.8,0.6,0,6.37
Steve Cook,Nottingham Forest,D(C),11,959,0,0,4,0,0.3,80.7,2.3,0,6.37
Clément Vidal,AC Ajaccio,D(C),6,574,0,0,1,1,0.7,80.7,2.3,0,6.37
Enzo Tchato Mbiayi,Montpellier,D(R),7,690,1,1,0,0,0.3,75.3,0.9,0,6.37
Grejohn Kyei,Clermont Foot,FW,6,596,2,1,2,0,1.0,70.5,0.7,1,6.37
Mathieu Coutadeur,AC Ajaccio,M(C),9,805,0,0,0,0,0.2,85.3,0.4,0,6.37
Ilia Gruev,Werder Bremen,DMC,9,718,0,0,1,0,0.2,87.4,0.5,0,6.37
Kevin Trapp,Eintracht Frankfurt,GK,15,1350,0,0,2,0,0.0,59.1,0.1,0,6.37
Cristian Gamboa,Bochum,"D(R),M(R)",15,1279,0,0,2,0,0.5,67.0,0.8,0,6.37
Nicolas Haas,Empoli,M(C),9,748,1,0,2,0,0.5,76.1,0.1,0,6.37
Mahdi Camara,Brest,"D(CR),DMC",7,585,0,0,0,0,0.6,88.2,0.4,0,6.36
Romain Hamouma,AC Ajaccio,"M(CLR),FW",8,598,2,1,1,2,1.1,81.7,0.7,0,6.36
Mehdi Léris,Sampdoria,M(CLR),10,850,0,1,5,0,0.8,71.8,1.7,0,6.36
Isaac Success,Udinese,"AM(LR),FW",8,760,0,3,2,0,0.7,64.6,1.3,0,6.36
Leandro Barreiro,Mainz,DMC,7,666,0,0,2,0,0.7,70.9,0.9,0,6.36
Juan Cruz,Osasuna,D(CL),11,1004,0,0,4,0,0.1,81.2,0.4,0,6.36
Largie Ramazani,Almeria,FW,9,800,2,0,4,0,1.6,69.0,0.1,0,6.36
Martin Hongla,Verona,"D(C),DMC",6,524,0,0,4,0,0.6,80.8,0.6,0,6.36
Aritz Elustondo,Real Sociedad,D(CR),7,619,0,0,3,1,0.4,84.5,1.1,0,6.36
Lewis O'Brien,Nottingham Forest,"D(L),M(CL)",6,524,1,0,2,0,0.6,79.7,0.2,0,6.35
Stanley Nsoki,Hoffenheim,D(CL),7,644,0,0,1,0,0.2,80.3,1.2,0,6.35
Raúl García,Athletic Bilbao,"M(CLR),FW",2,348,1,1,1,0,1.8,66.4,0.5,0,6.35
Adam Armstrong,Southampton,"AM(CLR),FW",11,879,1,1,0,0,1.1,77.5,0.1,0,6.35
Jamie Vardy,Leicester,"AM(L),FW",8,750,1,4,1,0,0.8,59.3,0.8,0,6.35
Gauthier Gallon,Troyes,GK,12,1080,0,0,3,0,0.0,70.6,0.3,0,6.35
Jean-Paul Boëtius,Hertha Berlin,"AM(CL),FW",5,572,0,0,2,0,0.4,73.8,0.3,0,6.35
Arnaud Souquet,Montpellier,"D(CR),M(R)",3,339,0,0,1,0,0.1,75.7,0.9,0,6.35
Remo Freuler,Nottingham Forest,DMC,9,834,0,0,2,0,0.3,80.4,0.7,0,6.35
Kike García,Osasuna,FW,3,419,2,0,3,0,1.4,71.8,1.4,0,6.35
Pedro Bigas,Elche,D(CL),12,972,0,0,2,0,0.5,82.1,0.7,0,6.35
Adama Soumaoro,Bologna,D(CR),9,786,0,0,1,1,0.2,92.4,1.2,0,6.35
Denis Huseinbasic,FC Koln,Midfielder,3,372,2,1,1,0,0.8,85.7,0.3,0,6.34
Mattia Caldara,Spezia,D(C),6,598,0,0,2,0,0.7,76.6,1.0,0,6.34
Fabio Miretti,Juventus,AM(C),6,621,0,1,1,0,1.1,72.1,0.2,0,6.34
Antonín Barak,Fiorentina,AM(CR),8,705,1,0,2,0,0.8,79.9,0.6,0,6.34
Tolgay Arslan,Udinese,M(C),6,507,1,0,1,0,0.6,83.8,0.2,0,6.34
Riad Nouri,AC Ajaccio,Midfielder,6,726,1,1,2,0,0.7,76.9,0.5,0,6.34
Samú Costa,Almeria,M(C),8,766,0,0,3,0,0.5,80.5,0.7,0,6.34
Anthony Elanga,Man Utd,AM(LR),5,371,0,1,0,0,0.7,78.1,0.6,0,6.34
Yasser Larouci,Troyes,D(L),9,750,0,0,0,0,0.2,79.7,0.8,0,6.34
Pierrick Capelle,Angers,"D(L),M(CLR)",6,577,0,1,4,0,0.8,83.6,0.7,0,6.34
Dennis Appiah,Nantes,"D(CLR),M(R)",9,796,0,0,1,0,0.3,75.9,1.1,0,6.34
Giulio Maggiore,Salernitana,M(C),9,659,0,0,1,0,0.4,77.2,0.6,0,6.34
Jacob Murphy,Newcastle,"D(R),M(LR)",5,487,1,1,0,0,0.8,66.9,0.1,0,6.34
Habib Diarra,Strasbourg,M(C),4,437,0,0,0,0,0.7,76.2,0.4,0,6.34
Pablo Rosario,Nice,"D(C),DMC",7,673,0,0,4,0,0.3,89.8,0.6,0,6.33
Hugo Mallo,Celta Vigo,"D(CR),M(R)",11,878,0,0,3,0,0.7,80.3,1.5,0,6.33
Jeong Woo-Yeong,Freiburg,"AM(CR),FW",3,463,1,1,1,0,0.5,79.2,0.2,0,6.33
Nedim Bajrami,Empoli,AM(C),7,807,1,0,0,0,1.3,78.7,0.1,0,6.33
Soualiho Meïté,Cremonese,M(C),9,694,0,0,4,0,0.6,79.9,0.8,0,6.33
Lorenzo Colombo,Lecce,FW,5,468,3,2,2,0,1.2,70.4,1.0,0,6.33
Marcos André,Valencia,FW,3,366,1,0,2,1,1.4,66.7,0.9,0,6.33
Rui Patrício,Roma,GK,15,1350,0,0,1,0,0.0,78.7,0.0,0,6.33
Riccardo Orsolini,Bologna,"M(CR),FW",6,619,2,1,2,1,1.9,60.9,0.5,0,6.33
Odilon Kossounou,Leverkusen,D(CR),5,516,0,1,0,0,0.1,82.8,1.2,0,6.33
Sékou Mara,Southampton,FW,2,209,0,1,0,0,1.2,66.7,0.9,0,6.33
Sargis Adamyan,FC Koln,"AM(CLR),FW",3,430,1,1,1,0,1.1,75.2,0.6,0,6.33
Luis Hernández,Cadiz,D(CR),12,1080,0,0,0,1,0.3,79.1,1.3,0,6.33
Juan Carlos Martín,Girona,GK,10,900,0,0,0,0,0.0,82.4,0.1,0,6.33
Dominick Drexler,Schalke,AM(CLR),10,736,2,3,2,1,0.8,67.6,1.0,1,6.33
Morten Thorsby,Union Berlin,M(CLR),4,431,1,0,1,0,0.6,68.5,1.0,0,6.33
Atakan Karazor,Stuttgart,"D(C),DMC",5,482,0,0,5,0,0.2,84.3,0.6,0,6.32
Florian Müller,Stuttgart,GK,15,1350,0,0,0,0,0.0,79.9,0.3,0,6.32
Jerdy Schouten,Bologna,DMC,10,856,0,0,1,0,0.2,82.5,0.6,0,6.32
Simon Zoller,Bochum,"AM(LR),FW",13,987,3,1,3,0,1.8,63.5,0.9,1,6.32
Valère Germain,Montpellier,"AM(CLR),FW",2,287,2,0,0,1,0.7,75.2,1.5,0,6.32
Andoni Gorosabel,Real Sociedad,D(R),8,716,0,0,2,0,0.5,87.4,0.5,0,6.32
Remi Oudin,Lecce,"M(CLR),FW",1,210,0,0,1,0,0.8,62.6,0.4,0,6.32
Joan Jordán,Sevilla,M(C),9,687,0,0,2,0,0.6,86.9,0.5,0,6.32
Alex Král,Schalke,DMC,10,905,0,0,1,0,0.7,69.7,0.8,0,6.32
Federico Bonazzoli,Salernitana,"AM(C),FW",9,735,1,1,1,0,1.6,76.7,0.1,0,6.32
Frank Onyeka,Brentford,DMC,4,439,0,1,0,0,0.3,75.6,0.4,0,6.32
José Morales,Villarreal,"D(R),M(CLR),FW",3,421,1,0,0,0,1.0,63.2,0.5,0,6.32
Iago,Augsburg,"D(L),M(L)",13,1093,0,1,2,1,0.5,63.1,0.5,0,6.32
Benjamin Leroy,AC Ajaccio,GK,14,1179,0,0,0,0,0.0,56.0,0.1,0,6.32
Wilfred Ndidi,Leicester,"D(C),DMC",7,637,0,0,2,0,0.2,87.7,0.5,0,6.32
Toni Villa,Girona,AM(CL),3,286,0,0,1,0,0.9,81.6,0.0,0,6.31
Javier Puado,Espanyol,"AM(LR),FW",8,751,1,0,0,0,1.5,83.7,0.2,0,6.31
Iddrisu Baba,Mallorca,DMC,6,547,0,0,2,0,0.1,85.2,0.6,0,6.31
Angelo Stiller,Hoffenheim,DMC,1,235,0,1,0,0,0.2,79.3,0.6,0,6.31
Pavel Kaderábek,Hoffenheim,"D(R),M(LR)",5,596,1,0,0,0,0.2,70.0,0.5,0,6.31
Pascal Stenzel,Stuttgart,"D(CR),M(R)",2,224,0,1,0,0,0.2,77.2,0.0,0,6.31
Scott McKenna,Nottingham Forest,D(C),14,1260,0,0,4,0,0.1,81.2,1.7,0,6.31
Kevin Kampl,RBL,M(CLR),9,722,0,0,4,0,0.3,91.2,0.2,0,6.31
Rasmus Højlund,Atalanta,Forward,4,433,1,1,1,0,1.1,76.6,0.9,0,6.31
Luka Milivojevic,Crystal Palace,DMC,2,274,0,0,0,0,0.6,83.4,0.6,0,6.31
Borja Mayoral,Getafe,FW,14,1116,1,0,2,0,1.2,74.9,0.9,0,6.31
Davie Selke,Hertha Berlin,FW,3,276,1,1,1,0,0.5,62.1,1.7,0,6.31
Nélson Semedo,Wolves,"D(LR),M(R)",8,679,0,1,3,1,0.1,81.8,0.5,0,6.31
Samuel Moutoussamy,Nantes,M(CL),10,832,0,1,4,0,1.1,85.6,0.4,0,6.31
Théo Bongonda,Cadiz,AM(LR),5,447,1,0,0,0,0.8,78.8,0.3,0,6.31
Enzo Ebosse,Udinese,D(C),7,760,0,0,3,0,0.2,83.4,1.0,0,6.31
Papu Gómez,Sevilla,"M(CLR),FW",6,647,0,1,4,0,1.3,91.3,0.2,0,6.31
Amadou Haidara,RBL,M(CLR),4,465,1,1,2,0,0.8,83.0,0.4,0,6.31
Shandon Baptiste,Brentford,AM(C),4,428,0,0,1,0,0.2,84.3,0.3,0,6.31
Bonke Innocent,Lorient,DMC,7,612,0,1,2,0,0.2,90.8,0.3,0,6.31
Agustín Álvarez Martínez,Sassuolo,Forward,0,163,1,1,1,0,1.1,87.2,0.6,0,6.31
Milan Djuric,Verona,FW,2,277,0,0,2,0,0.3,49.5,4.3,0,6.3
Florian Dietz,FC Koln,Forward,4,394,1,0,1,0,1.5,55.1,2.2,0,6.3
Gumbau,Elche,DMC,9,834,0,3,5,0,0.6,84.1,0.4,0,6.3
Jordi Osei-Tutu,Bochum,"D(R),M(LR)",5,495,0,0,1,0,0.7,75.0,0.2,0,6.3
Alfred Duncan,Fiorentina,DMC,2,285,0,0,0,0,0.1,79.1,0.3,0,6.3
Óscar Mingueza,Celta Vigo,D(CR),4,475,0,0,2,0,0.3,84.4,0.3,0,6.3
Ronaldo Vieira,Sampdoria,DMC,5,531,0,0,1,0,0.2,91.1,0.6,0,6.3
Sebastian Polter,Schalke,"AM(R),FW",4,458,1,2,2,0,0.4,56.9,1.9,0,6.3
Islam Slimani,Brest,FW,10,837,1,1,4,0,1.2,73.1,1.8,0,6.3
Sven Michel,Union Berlin,"AM(L),FW",0,220,3,0,2,0,0.5,62.2,1.2,0,6.3
Sebastian Rudy,Hoffenheim,"D(R),M(CR)",1,243,0,1,0,0,0.0,80.3,0.0,0,6.29
Fran Beltrán,Celta Vigo,DMC,13,1126,0,1,1,0,0.8,92.4,0.5,0,6.29
Iván Alejo,Cadiz,AM(R),8,660,0,1,5,0,0.7,70.1,1.2,0,6.29
Tanguy Nianzou,Sevilla,D(C),8,643,0,0,0,1,0.3,91.2,1.0,0,6.29
Federico Di Francesco,Lecce,"M(LR),FW",8,654,1,1,4,0,0.6,70.9,0.2,0,6.29
Mitchel Bakker,Leverkusen,"D(L),M(L)",9,765,1,1,1,1,0.5,76.8,0.5,0,6.29
Omar Mascarell,Elche,DMC,12,1016,0,0,3,0,0.2,86.4,0.8,0,6.29
Mikkel Damsgaard,Brentford,AM(CL),1,261,0,0,2,0,0.3,74.1,0.1,0,6.29
Marcus Coco,Nantes,"M(LR),FW",3,215,0,0,0,0,0.3,76.8,0.8,0,6.29
Ivan Rakitic,Sevilla,M(C),6,524,0,0,1,1,0.7,82.6,0.6,0,6.28
Stuart Armstrong,Southampton,AM(CLR),7,690,1,0,2,0,0.9,81.8,0.4,0,6.28
Jesús Navas,Sevilla,"D(R),M(R)",6,624,0,0,3,0,0.5,81.0,0.4,0,6.28
Valery Fernández,Girona,M(L),4,397,0,1,1,0,0.4,88.6,0.0,0,6.28
Thorgan Hazard,Borussia Dortmund,"M(CLR),FW",2,455,0,0,1,0,0.6,80.0,0.3,0,6.28
Andreas Bruus,Troyes,D(R),5,505,0,1,2,0,0.2,73.6,0.0,0,6.28
Enzo Millot,Stuttgart,Midfielder,3,350,0,0,2,0,0.5,84.1,0.2,0,6.27
Julian Jeanvier,Auxerre,D(C),9,728,1,0,1,1,0.4,88.5,0.8,0,6.27
Khalil Fayad,Montpellier,Midfielder,4,326,0,1,0,1,0.4,82.3,0.2,0,6.27
Cyriel Dessers,Cremonese,FW,11,865,2,1,1,0,2.1,63.2,0.4,0,6.27
Ezequiel Ponce,Elche,"AM(L),FW",4,506,2,0,2,0,0.9,73.7,1.2,0,6.27
Clément Grenier,Mallorca,M(CL),4,404,0,0,6,0,0.2,80.2,0.0,0,6.27
Djené Dakonam,Getafe,D(C),12,1004,0,0,4,0,0.2,84.2,1.2,0,6.27
Keidi Bare,Espanyol,DMC,3,328,0,0,0,0,0.4,84.8,0.4,0,6.27
Yves Bissouma,Tottenham,M(C),6,602,0,0,3,0,0.4,91.6,0.1,0,6.27
Angelo Fulgini,Mainz,"AM(CLR),FW",5,490,0,1,0,0,0.4,82.3,0.3,0,6.27
Yannik Keitel,Freiburg,DMC,4,345,0,1,2,0,0.0,83.1,0.5,0,6.27
Tanguy Ndombélé,Napoli,M(C),6,467,0,0,2,0,0.9,89.5,0.3,0,6.26
Léo Leroy,Montpellier,DMC,2,251,0,0,3,0,0.4,71.2,0.8,0,6.26
Gonzalo Escalante,Cremonese,DMC,7,556,0,1,0,1,0.7,77.6,1.0,0,6.26
Andrea Petagna,Monza,FW,6,534,1,1,0,0,0.8,73.8,0.5,0,6.26
Armando Broja,Chelsea,FW,2,290,1,0,0,0,0.5,62.3,0.8,0,6.26
Brian Ocampo,Cadiz,M(L),7,562,0,0,1,0,0.5,77.4,0.5,0,6.26
Emre Can,Borussia Dortmund,"D(CLR),DMC",3,394,0,0,4,0,0.3,88.8,0.5,0,6.26
Neal Maupay,Everton,"AM(C),FW",6,554,1,0,1,0,1.3,82.1,0.5,0,6.26
Gonçalo Paciência,Celta Vigo,FW,3,328,1,0,1,1,1.5,56.3,1.4,0,6.26
José Mari,Cadiz,DMC,2,282,0,0,1,0,0.2,80.9,0.3,0,6.26
Marvin Schwäbe,FC Koln,GK,15,1350,0,0,0,0,0.0,79.4,0.1,1,6.26
Gauthier Hein,Auxerre,AM(R),8,672,1,0,0,0,0.7,89.3,0.1,0,6.26
Iké Ugbo,Troyes,FW,5,385,1,1,0,0,0.5,72.7,0.2,0,6.26
Jim Allevinah,Clermont Foot,AM(LR),5,542,1,0,1,0,0.9,83.2,0.2,0,6.25
Dion Lopy,Reims,DMC,8,608,0,0,2,2,0.5,84.1,0.6,0,6.25
Erhan Masovic,Bochum,D(C),7,719,0,0,0,0,0.1,83.6,1.2,0,6.25
Pablo Sarabia,PSG,"D(L),M(CLR),FW",3,314,0,0,1,0,0.3,83.6,0.0,0,6.25
Oliver Burke,Werder Bremen,"AM(LR),FW",1,242,2,0,0,0,0.6,72.2,0.5,0,6.25
Christian Pulisic,Chelsea,"M(CLR),FW",3,415,1,1,1,0,0.8,82.8,0.3,0,6.25
Valerio Verre,Sampdoria,"AM(CL),FW",3,426,0,0,5,0,0.7,77.1,0.5,0,6.25
Dyego Sousa,Almeria,FW,2,302,0,1,1,0,0.8,69.6,1.2,0,6.25
Kieran Tierney,Arsenal,"D(CL),M(L)",3,346,0,0,0,0,0.4,77.7,0.0,0,6.25
Lucas Alario,Eintracht Frankfurt,FW,2,234,1,0,0,0,0.8,70.9,0.8,0,6.25
Kingsley Ehizibue,Udinese,"D(R),M(R)",2,339,0,0,2,0,0.2,75.3,0.5,0,6.25
Luca Kilian,FC Koln,D(C),13,1099,1,0,1,2,0.3,86.2,1.7,0,6.24
Jon Moncayola,Osasuna,DMC,9,873,0,0,2,0,1.2,85.0,0.3,0,6.24
Liam Henderson,Empoli,AM(C),7,600,0,1,4,0,0.4,80.1,0.2,0,6.24
Matthis Abline,Rennes,Forward,0,96,1,0,0,0,0.6,50.0,0.1,0,6.24
Cédric Hountondji,Angers,D(C),15,1338,0,0,2,0,0.4,87.4,1.1,0,6.24
Nicolò Zaniolo,Roma,"AM(CR),FW",10,772,1,0,3,0,2.0,69.0,0.4,0,6.24
Taiwo Awoniyi,Nottingham Forest,FW,6,512,3,0,0,0,1.2,78.3,0.5,0,6.24
Birger Meling,Rennes,"D(LR),DMC",2,276,0,0,1,1,0.0,84.6,0.9,0,6.24
Cédric Avinel,AC Ajaccio,D(C),8,696,1,0,1,1,0.2,84.4,1.4,1,6.24
Jens Stage,Werder Bremen,M(C),6,560,0,1,0,0,0.3,62.1,0.6,0,6.24
Daniel Caligiuri,Augsburg,"D(R),M(CLR),FW",2,255,1,0,1,0,0.5,62.8,0.2,0,6.24
Ismaël Diallo,AC Ajaccio,D(L),10,927,0,0,3,0,0.1,77.8,0.8,0,6.24
Achraf Dari,Brest,D(C),8,720,1,0,1,0,0.4,81.6,2.0,0,6.24
Helibelton Palacios,Elche,D(R),8,707,0,0,3,0,0.3,81.3,0.7,0,6.24
Adrien Tameze,Verona,M(C),12,1061,0,0,1,0,0.4,74.9,0.9,0,6.24
Kaan Ayhan,Sassuolo,"D(CR),DMC",5,543,0,0,1,0,0.1,86.9,0.3,0,6.24
Chris Wood,Newcastle,FW,2,265,1,0,0,0,0.4,63.2,1.1,0,6.24
Lilian Egloff,Stuttgart,Midfielder,2,231,0,0,1,0,0.9,62.3,0.1,0,6.23
Brennan Johnson,Nottingham Forest,"AM(CLR),FW",13,1189,2,0,2,0,1.3,61.3,0.7,0,6.23
Dimitri Foulquier,Valencia,"D(CLR),M(R)",2,283,0,1,2,0,0.1,67.3,0.7,0,6.23
Erik Botheim,Salernitana,Forward,3,326,1,1,1,0,0.3,65.4,0.9,0,6.23
Jaidon Anthony,Bournemouth,AM(L),1,265,2,0,0,0,0.6,72.1,0.4,0,6.23
Domagoj Bradaric,Salernitana,"D(L),M(L)",4,501,0,1,1,0,0.4,84.5,0.4,0,6.23
Florent Ogier,Clermont Foot,D(C),7,670,0,1,2,0,0.2,84.6,1.6,0,6.23
Michel Aebischer,Bologna,AM(CR),7,623,1,0,2,0,0.7,83.3,0.4,0,6.23
Javi Hernández,Girona,Defender,4,364,0,1,1,0,0.4,85.4,0.4,0,6.23
Arnaut Danjuma,Villarreal,"AM(L),FW",6,478,2,0,0,0,0.9,72.8,0.0,0,6.23
Rayan Raveloson,Auxerre,DMC,8,726,0,0,0,0,0.8,87.0,0.6,0,6.23
Raúl Guti,Elche,DMC,8,622,0,0,1,0,0.5,85.6,0.2,0,6.23
Anthony Lozano,Cadiz,"AM(L),FW",8,757,0,0,2,0,1.1,67.9,2.7,0,6.22
Kristoffer Askildsen,Lecce,M(C),6,503,0,0,2,0,0.8,68.8,0.9,0,6.22
Moussa Diarra,Toulouse,D(C),5,551,0,0,0,0,0.1,84.9,0.5,0,6.22
Tom Cairney,Fulham,M(CR),1,330,0,0,0,0,0.5,89.6,0.2,0,6.22
Kingsley Schindler,FC Koln,"D(R),M(R),FW",3,480,0,0,3,0,0.0,66.3,0.9,0,6.22
Radamel Falcao,Rayo Vallecano,FW,3,398,2,0,2,0,1.1,73.4,1.0,0,6.22
Rafael Borré,Eintracht Frankfurt,FW,4,400,1,1,0,0,0.7,74.8,0.3,0,6.22
Vasilios Lampropoulos,Bochum,D(C),5,475,0,0,1,0,0.4,67.4,1.0,0,6.22
Luca Pfeiffer,Stuttgart,FW,4,404,0,0,1,1,0.8,61.5,2.0,0,6.22
Sergi Guardiola,Real Valladolid,FW,6,381,0,0,0,0,0.9,59.5,0.7,0,6.22
Carles Pérez,Celta Vigo,"AM(CR),FW",7,599,0,2,1,0,0.9,89.8,0.1,0,6.22
Lorenzo De Silvestri,Bologna,"D(R),M(R)",5,517,0,0,1,0,0.4,68.4,1.0,0,6.22
Ibrahima Koné,Lorient,FW,2,294,2,0,2,0,0.2,59.2,1.6,0,6.22
M'Baye Niang,Auxerre,"AM(LR),FW",7,561,2,0,1,2,1.3,65.0,3.2,0,6.22
Pietro Pellegri,Torino,FW,4,370,1,0,2,0,0.5,76.4,0.7,0,6.21
Toma Basic,Lazio,M(C),3,274,0,0,1,0,0.5,81.3,0.5,0,6.21
Ondrej Duda,FC Koln,"AM(C),FW",9,694,0,0,4,0,0.9,77.3,0.4,0,6.21
Robin Gosens,Inter,"D(L),M(CL)",1,235,1,0,1,0,0.3,84.0,0.2,0,6.21
Tommaso Augello,Sampdoria,D(L),12,1090,0,2,1,0,0.2,78.2,1.1,0,6.21
Yayah Kallon,Verona,Forward,3,404,1,0,0,0,0.7,73.1,0.3,0,6.21
Lucas Pérez,Cadiz,"AM(CR),FW",5,589,2,0,2,0,1.2,83.4,0.2,0,6.2
Benjamin Lecomte,Espanyol,GK,10,900,0,0,1,1,0.0,63.2,0.0,1,6.2
Jean-Philippe Mateta,Crystal Palace,FW,2,276,1,0,2,0,1.0,67.2,0.9,0,6.2
Hugo Duro,Valencia,"AM(L),FW",4,390,1,0,0,0,1.1,74.7,0.4,0,6.2
Mattia Destro,Empoli,FW,6,459,1,0,2,0,1.8,55.2,0.6,0,6.2
Rodrigo Battaglia,Mallorca,M(C),7,594,0,0,5,0,0.2,83.3,0.8,0,6.2
Antonio Sánchez,Mallorca,AM(CR),7,579,0,0,4,0,0.6,81.7,0.3,0,6.2
Rubén Alcaraz,Cadiz,DMC,5,513,0,0,3,1,0.9,79.2,0.7,0,6.2
Abdou Harroui,Sassuolo,"DMC,M(R)",2,283,1,0,1,0,0.8,82.4,0.3,0,6.2
Eddie Nketiah,Arsenal,FW,0,142,0,0,0,0,0.7,84.0,0.2,0,6.2
Kelechi Iheanacho,Leicester,"AM(C),FW",1,211,1,1,0,0,1.0,81.4,0.0,0,6.19
Christian Gytkjær,Monza,FW,2,331,1,0,0,0,0.8,67.9,0.4,0,6.19
Ryan Gravenberch,Bayern,DMC,0,175,0,0,1,0,0.6,85.9,0.0,0,6.19
Giacomo Quagliata,Cremonese,D(L),3,407,0,0,0,0,0.8,72.0,0.0,0,6.19
Kevin Lasagna,Verona,"AM(CL),FW",9,844,1,2,1,0,2.5,57.8,0.5,0,6.19
Jesse Lingard,Nottingham Forest,"AM(CLR),FW",10,814,0,0,1,0,0.8,80.0,0.1,0,6.19
Arne Maier,Augsburg,M(C),6,530,0,0,0,0,0.8,75.8,0.4,0,6.19
